Model,Threshold,Accuracy,Precision,Recall,F1,F2,ROC_AUC
XGBoost,0.2,0.6225961538461539,0.2217741935483871,0.8080808080808081,0.3480324302946411,0.5285920230658337,0.7877995932313134
