Baseline,Model,Baseline_MAE,Model_MAE,MAE_Improvement_%,Mean_Paired_Error_Difference,Cohens_dz,Fraction_Model_Lower_Error
Persistence,XGBoost,0.9017055860805862,0.8415494043040294,6.6713772993284515,0.060156181776556766,0.09968540719779424,0.5416666666666666
Persistence,LSTM,0.9017055860805862,1.6848537035256408,-86.85186490294893,-0.7831481174450551,-0.5288594122905121,0.31295787545787546
Persistence,Hybrid,0.9017055860805862,0.8616205112179487,4.44547261117389,0.04008507486263733,0.0625803457021435,0.5196886446886447
XGBoost,LSTM,0.8415494043040294,1.6848537035256408,-100.20853141938035,-0.8433042992216119,-0.6365092195114886,0.27438186813186816
XGBoost,Hybrid,0.8415494043040294,0.8616205112179487,-2.3850182545751264,-0.02007110691391944,-0.11834505377536368,0.4554716117216117
LSTM,Hybrid,1.6848537035256408,0.8616205112179487,48.86081151052079,0.8232331923076922,0.6666255181460293,0.7360347985347986
